audio,text,language,confidence,emotion
gfbRhUIQgYE_SPEAKER_00_4.wav,Palligalil matha nigazhvugal nadaththuvaththukku thadai koriya manuvil arasu padhilalikka uyarnidhimandram nerathu avakaasam aliththathu. Adhaavathu munnaal BJP maanila thalaivar September maadham puthiya katchi thodanguvaar ena nerathu adhigaarapoorvamaaga arivippu veliyidappattathu. Ettaam vaguppu varai arasu palli maanavargalukku kaalai unavu thittathai virivaakkam seyvadhaaga mudhalvar nerathu ariviththaar.,ta-IN,1,formal
Nvh5Rtu57BM_SPEAKER_00_11.wav,En naamaththai avan arinthirukkirapadiyaal avanai uyarntha adaikkalaththile vaippen.,ta-IN,1,formal
Nvh5Rtu57BM_SPEAKER_00_1.wav,"Naan Kartharai nokki, neer en adaikkalam, en kottai, en thevan, naan nambi irukkiravar endru solluven.",ta-IN,1,formal
kMGxlWVJGDs_SPEAKER_00_1.wav,America-vum Iran-um por niruththa amaithi oppantham ettiyadhaaga nethu ariviththana. Velliyandru kaiyezhuthu idappadum.,ta-IN,1,formal
v91YuwP3HPQ_SPEAKER_00_1.wav,"Correct. Oru trillionngirathu namaku kekkurathukku perusa irukkulla. Aanaa athai purinjikittomnaathaan athu unmaiyileye ivvalavu perusu namaku theriyum. Oru second-ku oru dollar selavu pannom appadinnaa oru trillion dollar selavu pannarathukku namaku 31,700 varusham aagum.",ta-IN,1,neutral
Sp8cgwNYk9Y_SPEAKER_00_4.wav,Russia meethaana porulaadhaara thadaihalai onraarai trillion dollar-aaga uyarththa European Union indru puthiya thittam ariviththathu. Seyarkai nunnarivu niruvanam Open AI amerikka panguchandhaiyil pattiyalida vinnappiththaga indru adhigaarapoorva arivippu veliyaagiyulladhu.,ta-IN,1,angry
gfbRhUIQgYE_SPEAKER_00_1.wav,"Tamil Nadu: The state government issued a surprise order yesterday, relocating 17 district police inspectors in a single day.",ta-IN,1,formal
gfbRhUIQgYE_SPEAKER_00_2.wav,TASMAC kadaigalil madhu paattilukku Rs. 10 kooduthalaaga vasooliththa 200 oozhiyaargal udanadiyaaga pani neekkam seyyappattanar.,ta-IN,1,neutral
gMNM_MMpgPI_SPEAKER_00_11.wav,Ippadiye thinamum en poruththanaiyaai naan seluththumpadiyaaga,ta-IN,1,neutral
kMGxlWVJGDs_SPEAKER_00_6.wav,Switzerland naattil kudiyetram kattuppaduthum valathusaari thittam nethu makkal vaakkedaappil miga siriyaa vithiyaasaththil niraagarikkapattathu. G7 uchi maanaattukku ethiraaga Geneva nagaril aayirakkanaakkaanor nethu poraattaththil eedupattu miga kadum vanmurai vediththathu.,ta-IN,1,formal
i7vJ80EyIX4_SPEAKER_00_4.wav,Sudan naattin mathiya nagaril aalilla vimaana thaakkudhil 23 podhu makkal uyirilanthathaaga thannarva amaippu theriviththathu.,ta-IN,1,neutral
i7vJ80EyIX4_SPEAKER_00_3.wav,Israel government is planning to allocate a large amount of funds to the West Bank's housing development.,ta-IN,1,formal
gfbRhUIQgYE_SPEAKER_00_5.wav,"Ithodhaan Tamil Nadu seithigal niraivadainthaana. Aduttha Tamil Nadu seithigal naala kaalai. Nandri, vanakkam.",ta-IN,1,neutral
lkoE35dp43U_SPEAKER_00_0.wav,Vanakkam. Innaia mukkiya Tamil Nadu seithigaludan vanthiruppathu ungalin seithi vaasippaalar Pallavi. Seithigal idho.,ta-IN,1,formal
gfbRhUIQgYE_SPEAKER_00_3.wav,"""Thamizhaga arasin opputhal illaamal Megadathu anaiyai endha maanilamum katta iyalathu"" ena neervala amaichar uruthiyaaga theriviththaar. Indhiya koottanaiyil irunthu DMK vilaguvadhaaga yaarum kooravillai ena Congress muthiya thalaivar oruvar nethu thelivupaduththinaar.",ta-IN,1,formal
PaLUowR_bX4_SPEAKER_00_8.wav,"Idhudan Tamil Nadu seithigal niraivadainthaana. Aduttha Tamil Nadu seithigal naala kaalai. Nandri, vanakkam.",ta-IN,1,neutral
lkoE35dp43U_SPEAKER_00_4.wav,Thoothukudi port-il 3 kodi roopaa mathippu ulla kasagasa porutkal sungathuraiyaal nethu parimudhal seyyappattan.,ta-IN,1,formal
kMGxlWVJGDs_SPEAKER_00_7.wav,Ithodan ulaga seithigal niraivadainthaana. Aduttha ulaga seithigal naala kaalai. Nandri. Vanakkam.,ta-IN,1,neutral
i7vJ80EyIX4_SPEAKER_00_0.wav,Vanakkam. Innaia mukkiya ulaga seithigaludan vanthiruppathu ungalin seithi vaasippaalar Keerthana. Seithigal idho.,ta-IN,1,formal
PaLUowR_bX4_SPEAKER_00_0.wav,Vanakkam. Innaia mukkiya Tamil Nadu seithigaludan vanthiruppathu ungalin seithi vaasippaalar John V. Seithigal idho.,ta-IN,1,formal
TOzopKmdRoM_SPEAKER_00_6.wav,Naan Kartharudaiya veettile needitha naatkalai,ta-IN,1,formal
Jobymxe7a2A_SPEAKER_00_0.wav,Mudhalaimaichar Vijay Sangeetha vivakaraththu vazhakku Chengalpattu Kudumbanala Neethimandraththil indru visaaranaikku varugiradhu.,ta-IN,1,neutral
Sp8cgwNYk9Y_SPEAKER_00_1.wav,Iran leader said that America did not want a ceasefire or talks today.,ta-IN,1,neutral
Sp8cgwNYk9Y_SPEAKER_00_5.wav,"Philippines naattil Richter alavil 8.2 ena pathivaana miga payangara nilanadukkam perum aachuruthalaanathu. Ithodan ulaga seithigal niraivadainthaana. Aduttha ulaga seithigal naala kaalai. Nandri, vanakkam.",ta-IN,1,neutral
gMNM_MMpgPI_SPEAKER_00_6.wav,"Thevane, neer en poruththanaihalai kettir.",ta-IN,1,neutral
kMGxlWVJGDs_SPEAKER_00_4.wav,Gaza paguthiyil Israel nethu nadaththiya vaanvazhi thaakkudhil naalu per uyirilanthanar. Kudumbaththinar perizhappai santhiththanar.,ta-IN,1,neutral
hlbddy624Ig_SPEAKER_00_0.wav,Vanakkam. Innaia mukkiya Tamil Nadu seithigaludan vanthiruppathu ungalin seithi vaasippaalar Pallavi. Seithigal idho.,ta-IN,1,formal
Xa4e3DOrFCc_SPEAKER_00_0.wav,Maya oru chinna oorla vaazhntha romba thiramaiyaana oru tailor. Avaatta oru magic irunthathu. Entha thuniya koduththaalum azhagaa kachithamaa thaichu koduththiruva. Aanaa oru pirachanaa. Kaalaila ettu mani-la irunthu raathiri paththu mani varaikkum niraiya neram athai vida adhigamaavum uzhaipa. Kashtappattu uzhaichaa. Aanaa maasa kadaisila veetu selavukku kooda paththaatha alavukku thaan varumaanam irundhuchu.,ta-IN,1,neutral
kMGxlWVJGDs_SPEAKER_00_5.wav,Missouri maanilaththil siru vimaanam vizhundhu 12 per uyirilanthanar. Vaanil kudippor kuzhu payaniththaga thagaval veliyaanathu.,ta-IN,1,neutral
kMGxlWVJGDs_SPEAKER_00_0.wav,Vanakkam. Innaia mukkiya ulaga seithigaludan vanthiruppathu ungalin seithi vaasippaalar Keerthana. Seithigal idho.,ta-IN,1,formal
hlbddy624Ig_SPEAKER_00_4.wav,"Idhoda Tamil Nadu seithigal niraivadainthaana. Aduttha Tamil Nadu seithigal naala kaalai. Nandri, vanakkam.",ta-IN,1,neutral
TOzopKmdRoM_SPEAKER_00_5.wav,En jeevanulla naalellaam nanmaiyum kirubaiyum ennai thodarum.,ta-IN,1,neutral
gMNM_MMpgPI_SPEAKER_00_2.wav,En iruthaiyam thoyyum podhu Boomiyin kadaiaantharathil irunthu ummai nokki kooppiduven.,ta-IN,1,neutral
PaLUowR_bX4_SPEAKER_00_3.wav,"Adimuka former ministers including 50 people joined the victory party yesterday, further weakened the opposition.",ta-IN,1,neutral
PaLUowR_bX4_SPEAKER_00_7.wav,South Korea niruvanam onru Tamil Nadu-vil thozhil mudhaleedu seyya aarvam kaattuvadhaaga thozhil thurai amaichar theriviththaar.,ta-IN,1,formal
PaLUowR_bX4_SPEAKER_00_5.wav,"External coal imports were permanently stopped by the Tamil Nadu Electricity Board, a decision made by senior officials.",ta-IN,1,neutral
v91YuwP3HPQ_SPEAKER_00_0.wav,Forbes vandhu Elon Musk ulagathoda first trillionaire appadinu announce pannirukkaanga. Athukku munnaadi oru trillion evvalavunnu namakku theriyumaa?,ta-IN,1,neutral
Nvh5Rtu57BM_SPEAKER_00_13.wav,Aapaththil naane avanodirundhu avanai thappuviththu avanai kanappaduththuvain.,ta-IN,1,neutral
gMNM_MMpgPI_SPEAKER_00_10.wav,Thaiyaiyum unmaiyaiyum avarai kaakka kattilaiyidum.,ta-IN,1,neutral
Uxhoaexbh_M_SPEAKER_01_0.wav,"Foreign chocolate-nnu sonnaale ungalukku ellaam enna gnaapagam varum? Lint, Toblerone idhellam gnaapagam varumla? Aen theriyumaa? Adhellam Switzerland chocolates. Switzerland chocolate-kku oru premium-aana oru brand irukku enna theriyumaa? Adhuthaan andha Rolex of Swiss chocolates appadiruntha maathiri solluvaanga. S. Idhuthaan andha kadai. Ladarac appadiruntha maathiri solluvaanga. Ithu vandhu periya periya panakkaaranga vandhu box kanakkula vaangittu povaanga. Aanaa namma idhu vandhu oru chinna oru piece thaan vaanga porom. Vaanga eppadi irukkunnu poyi try panni paaththuraalaam. Kadaikkulla pona udane konjam idha try pannunga saar appadinu koduththaanga. Avvalav",ta-IN,1,calm
kMGxlWVJGDs_SPEAKER_00_3.wav,Hormuz sea route transport war-ku mun nilai-kku thirumba pala maathangal aagum ena nipunargal theriviththanaar.,ta-IN,1,neutral
hlbddy624Ig_SPEAKER_00_1.wav,NITI Aayog meeting-il Chief Minister mentioned several key demands including NEET exam exemption to the central government.,ta-IN,1,neutral
i7vJ80EyIX4_SPEAKER_00_6.wav,"Idhudan ulaga seithigal niraivadainthaana. Aduttha ulaga seithigal naala kaalai. Nandri, vanakkam.",ta-IN,1,neutral
Sp8cgwNYk9Y_SPEAKER_00_3.wav,"Iran, Israel iru naadugalum thaakkala niruththinaalum por mirattalgal indrum thodarugindrana ena UN leader echariththaar. Latvia vaanparappil nuzhaindha aalilla vimaanaththai NATO por vimaanangal suttu veezhththiyathu. Mikap perum paththaram aerpattathu.",ta-IN,1,neutral
Jobymxe7a2A_SPEAKER_00_2.wav,Velaiyaana korikaigal mudikkappattullana. Mudhalamaichar Vijay nadigai oruvarudan thodarbil iruppaagavum koottam saattiyullaar.,ta-IN,1,neutral
v91YuwP3HPQ_SPEAKER_00_4.wav,Adhu ellaathaiyum vitturunga. Indhiyaala irukkavangalukku mattum koduthomnaa ovvorutharukkum 59000 kidaikkum.,ta-IN,1,neutral
TOzopKmdRoM_SPEAKER_00_1.wav,Avar ennai pullulla idangalil meythu amarndha thanneergal andaiyil ennai kondu poy vidugiraar.,ta-IN,1,neutral
gMNM_MMpgPI_SPEAKER_00_7.wav,Umathu naamathukku payappadugiravargalin suthanthiraththai enakku thanthir.,ta-IN,1,neutral
gMNM_MMpgPI_SPEAKER_00_5.wav,Naan umudaiya koodaaraththil sathaakaalamum thanguven.,ta-IN,1,neutral
Nvh5Rtu57BM_SPEAKER_00_3.wav,"Irulil nadamaadum kollai noykkum, mathiyanaththil paazhaakkum sanghaarathukkum bayappadaathiruppaai.",ta-IN,1,neutral
hlbddy624Ig_SPEAKER_00_2.wav,DMK alliance-il thodarvadhu kurippithu June 27-il irudhi mudivu arivikkappadum ena MDMK Podhu Seyalaalar theriviththaar.,ta-IN,1,neutral
gMNM_MMpgPI_SPEAKER_00_9.wav,Avar thevanukku munbaga endhendhaikkum nilaiythiruppaar.,ta-IN,1,neutral
i7vJ80EyIX4_SPEAKER_00_5.wav,Ulagakoppai thodakka pottiyil Mexico ani South Africa-vaai irandu poojyam ena veezhthi vetri petradhu.,ta-IN,1,neutral
TOzopKmdRoM_SPEAKER_00_4.wav,En paathiram nirambi vazhugirathu.,ta-IN,1,neutral
Nvh5Rtu57BM_SPEAKER_00_7.wav,Un vazhigalil ellaam unnaik kaakkum padi unakkaaga thammudaiya thoothargalukku kattalaiyiduvaar.,ta-IN,1,neutral
Nvh5Rtu57BM_SPEAKER_00_8.wav,Avargal unnaai thangal kaigalil aendhik kondu povaargal.,ta-IN,1,neutral
Jobymxe7a2A_SPEAKER_00_1.wav,Kadantha 27 aandugalaga inaindhu vaazhntha Vijay Sangeetha thambathikku idaiye karuththu verupaadu aerpattathai thodarnthu kadantha February 24-aam thethi Sangeetha tharapil vivaharathu koori manu thaakkal seyyappattathu. Pinnaar indha vazhakku Chengalpattu Kudumbam Nila Neethimangaththukku maatrappattathu. Sangeetha tharapil thaakkal seyyappatta 12 pakkam manuvil jeevanamsam matrum nilangaraiyil ulla vellaththil vasippadharkkaana urimai ullitta pala,ta-IN,1,neutral
TOzopKmdRoM_SPEAKER_00_2.wav,Thammudaiya naamathin nimiththam ennai neethiyin paathaigalil nadaththukiraar.,ta-IN,1,neutral
i7vJ80EyIX4_SPEAKER_00_2.wav,Vada Ireland-il meendum inaveri vanmurai vediththaththai amaichar koduramaana kutram ena kandanam seithu arikkai viduththaar.,ta-IN,1,neutral
Nvh5Rtu57BM_SPEAKER_00_5.wav,Un kangalala maathiram nee athai paarthu thunmaarkkarukku varum palanai kaanpaai.,ta-IN,1,neutral
gfbRhUIQgYE_SPEAKER_00_0.wav,Vanakkam. Innaia mukkiya Tamil Nadu seithigaludan vanthiruppathu ungalin seithi vaasippaalar Keerthi. Seithigal idho.,ta-IN,1,formal
lkoE35dp43U_SPEAKER_00_1.wav,Theja koottanigalil irunthu Damaha katchi nerathu veliyeriyathu Tamil Nadu arasiyal vattarathil migap perum paraparappai aerpaduththiyathu. Mukkiya arasu thuraigalil tender muraiyedu nadakkappadhaaga ethirkaatchigal nerathu aatharam kaatti miga kadumaiyaaga kutram saattina.,ta-IN,1,formal
gMNM_MMpgPI_SPEAKER_00_4.wav,Neer enakku adaikkalamum sathruvukku ethire balaththu thurukkumai irunthir.,ta-IN,1,neutral
PaLUowR_bX4_SPEAKER_00_4.wav,Podhu nalavazhakkai kelvimaiyaaga payanpaduththakoodaathu ena uyarnithimandram indru kadumaiyaaga kandiththu uththaravittathu.,ta-IN,1,neutral
hlbddy624Ig_SPEAKER_00_3.wav,Vetri Kazhaga nigazhchigalil banner kalacharam koodaathu ena Podhu Seyalaalar anaithu maavatta seyalaalargalukkum arivuruthal viduththaar.,ta-IN,1,neutral
Nvh5Rtu57BM_SPEAKER_00_9.wav,"Viriyan paambin melum nee nadanthu, paalasingaththaiyum, valusarpaththaiyum midhiththu poduvaai.",ta-IN,1,neutral
Nvh5Rtu57BM_SPEAKER_00_4.wav,Un valathu puraththil pathinaayiram perum vilunthaalum athu unnai anugaathu.,ta-IN,1,neutral
PaLUowR_bX4_SPEAKER_00_6.wav,Salem district women's vangodumai case with the demand for CPCB investigation by the Marxist party today.,ta-IN,1,neutral
v91YuwP3HPQ_SPEAKER_00_2.wav,"Aamaa. Oru trillion-a oru dollar nota vachu appadiye adukkunomnaa, oru lakshathi ezhaayiram kilomeetar uyarathukku pogum.",ta-IN,1,neutral
lkoE35dp43U_SPEAKER_00_5.wav,"Therthal nithiyil paathi panam maayam ena Congress muthiyaana nirvaagigal katchi thalaimai-kku pukaar manu aliththanaar. Ithodan Tamil Nadu seithigal niraivadainthaana. Aduttha Tamil Nadu seithigal naala kaalai. Nandri, vanakkam.",ta-IN,1,neutral
Nvh5Rtu57BM_SPEAKER_00_12.wav,Avan ennai nokki koopiduvaan. Naan avanukku maru utharavu aruli seyven.,ta-IN,1,neutral
i7vJ80EyIX4_SPEAKER_00_1.wav,America adipar Iran meethu moonraavathu naal vaan thaakkudhalai rathu seithu oppantham eerkkappattadhaaga indru ariviththaar. Americaavum Iran-um madhyasthargal vazhangiya samaadhaana vaaippai payanpaduththik kolla vendum ena sarvadesa samoogam valiyuruththiyathu. Iran por kaaranamaga ulaga porulaadhaara valarchi irandarai sadaveedhamaaga kuraiyum ena World Bank indru echarikkai viduththathu.,ta-IN,1,neutral
gMNM_MMpgPI_SPEAKER_00_1.wav,En koopiduthalai kettu en vinnappaththai kavaniyum.,ta-IN,1,neutral
gMNM_MMpgPI_SPEAKER_00_0.wav,Nehinoot ennum vaathiyaththil vaasikka raagath thalaivanukku oppuvikkapatta Daavid-in sangeetham.,ta-IN,1,neutral
v91YuwP3HPQ_SPEAKER_00_3.wav,"Ippa namma ulagathoda total population vandhu kittathatta vandhu 8.2 billion. Ellaarukkume Elon Musk-oda sotha pudungi pangu pottu koduththomnu vachchukkongalen, ovvorutharukkum Rs.10,000 kidaikkum.",ta-IN,1,neutral
kMGxlWVJGDs_SPEAKER_00_2.wav,Hormuz jalasandhi meendum thirakkappadum ena adhipar neraththu ariviththaar. Ulaga ennai vilaivudan kadumaiyaaga sarindhathu.,ta-IN,1,neutral
PaLUowR_bX4_SPEAKER_00_1.wav,Koovam Adaiyar aarugal seeramaipu panikku Mudhalvar neradi utharavu pirappiththaar ena muthiya adhigaarigal indru theriviththaanar.,ta-IN,1,neutral
PaLUowR_bX4_SPEAKER_00_2.wav,DMK-vil ini paththu thunai podhu seyalaalargal ena munnaal mudhalvar magan ariviththathaal katchiyil mikundha paraparappu. Mun,ta-IN,1,neutral
Jobymxe7a2A_SPEAKER_00_3.wav,Iru tharappinarukkum neethimandram saarbil samman anuppiyathudan April 20-aam thethikku visaaranaai othi vaikkappattathu. Kadantha April 20-aam thethikku visaaranaikku vantha nilaiyil therthal panigal kaaranamaga Vijay tharappin korikkaiyai aettru vazhakkin adutha kattu visaaranaai June 15-aam thethikku othi vaikkappattathu. Adhanpadi Mudhalamaichar Vijay Sangeetha vivakarathu vazhukku Chengalpattu Kudumbanala Neethimandraththil moonraavathu muraiyaaga indru visaaranaikku varugiradhu.,ta-IN,1,neutral
gMNM_MMpgPI_SPEAKER_00_8.wav,Avar varushangal thalaimurai thalaimuraiyaaga irukkum.,ta-IN,1,neutral
Nvh5Rtu57BM_SPEAKER_00_0.wav,Unnathamaanavarin maraivil irukkiravan sarva vallavarudaiya nizhalil thanguvaan.,ta-IN,1,neutral
Nvh5Rtu57BM_SPEAKER_00_2.wav,Avar settaigalin keezhe adaikkalam pugaavai. Avarudaiya sathiyam unakku parisaiyum kedagamum aagum.,ta-IN,1,neutral
Nvh5Rtu57BM_SPEAKER_00_10.wav,Avan ennidaththil vaanjiyaay irukkirapadiyaal avanai viduvippen.,ta-IN,1,neutral
